Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_sgd
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel Others,4,64GB Flash Storage,Intel HD Graphics 400,Android,0.69,861.93
Dell,XPS 13,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.23,2165.03
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1.0TB Hybrid,Nvidia GeForce GTX 980M,Windows 10,4.6,4317.48
Razer,Blade Stealth,Ultrabook,12.5,3840x2160,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.25,1615.53
Toshiba,Portege X30-D-10K,Ultrabook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.05,3494.82
Asus,Rog GL752VW-T4308T,Gaming,17.3,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,3.52,2060.61
Vero,V131,Notebook,13.3,1920x1080,Intel Others,4,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.35,307.72
HP,Spectre Pro,Notebook,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.16,2653.3
HP,EliteBook 1040,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.43,2375.41
Dell,Latitude E5570,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Linux,2.09,822.1
Asus,VivoBook Max,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD Graphics 620,Windows 10,2.0,682.95
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.8,2620.33
Lenovo,Yoga Book,2 in 1 Convertible,10.1,1920x1200,Intel Others,4,64GB Flash Storage,Intel HD Graphics 400,Windows 10,0.69,752.03
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,2975.15
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,2.4,1552.73
HP,Omen -,Gaming,17.3,1920x1080,Intel Core i5,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,3.35,1772.53
HP,15-bs078cl,Notebook,15.6,1366x768,Intel Core i7,8,2TB HDD,Intel HD Graphics 620,Windows 10,2.04,987.53
Lenovo,ThinkPad P40,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,8,512GB SSD,Nvidia Quadro M500M,Windows 7,1.8,3219.1
Asus,L403NA-GA013TS,Notebook,14.0,1366x768,Intel Others,4,32GB Flash Storage,Intel HD Graphics 500,Windows 10,1.5,436.46
HP,250 G6,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1180.64
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i5,4,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,967.12
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,1920x1080,Intel Core i7,16,1.0TB Hybrid,AMD Radeon R7 M360,Windows 10,2.5,1725.43
HP,ZBook 17,Workstation,17.3,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro M3000M,Windows 7,3.0,6200.56
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5,8,1TB HDD,AMD Radeon R7 M445,Windows 10,2.5,1230.88
MSI,GT72S Dominator,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,3.78,3766.43
HP,EliteBook 850,Ultrabook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.88,3409.6
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i7,16,512GB SSD,Intel HD Graphics 520,Windows 10,2.8,3830.8
MSI,GP62M 7RDX,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,1794.2
HP,Spectre Pro,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,2557.53
HP,ZBook 15,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.59,3499.53
HP,Spectre Pro,2 in 1 Convertible,13.3,2560x1440,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.48,2824.43
HP,ZBook Studio,Workstation,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia Quadro M1000M,Windows 7,2.0,2981.43
HP,EliteBook 820,Ultrabook,12.5,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,3606.21
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.18,1585.54
HP,EliteBook 850,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.88,2479.03
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.27,3672.23
Lenovo,V110-15ISK,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,Intel HD Graphics 520,No OS,1.9,532.23
HP,15-BA015wm,Notebook,15.6,1366x768,AMD,4,500GB HDD,AMD Radeon R2 Graphics,Windows 10,1.86,466.29
Lenovo,B51-80,Notebook,15.6,1920x1080,Intel Core i5,8,1TB HDD,AMD Radeon R5 M330,No OS,2.32,940.43
Dell,Inspiron 7567,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 1050Ti,Windows 10,2.62,1882.43
Dell,XPS 15,Notebook,15.6,3840x2160,Intel Core i5,8,256GB SSD,Nvidia GeForce 960M,Windows 10,2.04,3533.57
HP,15-bw002nv,Notebook,15.6,1920x1080,AMD,4,256GB SSD,AMD Radeon 520,Windows 10,1.91,751.86
MSI,GP72M 7REX,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,2343.7
Lenovo,ThinkPad T460s,Ultrabook,14.0,1920x1080,Intel Core i7,12,512GB SSD,Intel HD Graphics 520,Windows 7,1.4,3609.43
Lenovo,B51-80,Notebook,15.6,1920x1080,Intel Core i5,8,1.0TB Hybrid,AMD Radeon R5 M330,Windows 10,2.5,1237.93
HP,Spectre Pro,2 in 1 Convertible,13.3,2560x1440,Intel Core i7,8,512GB SSD,Intel HD Graphics 520,Windows 10,1.48,3204.37
Lenovo,ThinkPad T460,Ultrabook,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.7,2353.43
MSI,GS40 Phantom,Gaming,14.0,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.7,2777.33
HP,Pavilion 15-cb003nv,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.62,1411.43
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i3,8,1TB HDD,Intel HD Graphics 520,Windows 10,2.2,720.63
HP,250 G4,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,No OS,2.1,748.87
Dell,Inspiron 7567,Gaming,15.6,3840x2160,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62,2351.86
Lenovo,ThinkPad T570,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.95,2182.3
Lenovo,320-15ISK,Notebook,15.6,1920x1080,Intel Core i3,4,1TB HDD,Nvidia GeForce 920MX ,Windows 10,2.2,734.76
HP,Stream 14-AX000nv,Notebook,14.0,1366x768,Intel Others,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,390.93
MSI,PL60 7RD,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1317.23
HP,250 G5,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.96,1066.03
HP,ProBook 450,Notebook,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel UHD Graphics 620,Windows 10,2.1,1819.63
Asus,X553SA-XX021T,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics,Windows 10,2.2,579.33
Lenovo,V110-15ISK,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,No OS,2.1,624.86
Lenovo,IdeaPad 510-15IKB,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce 940MX,No OS,2.2,1113.13
Asus,UX410UA-GV097T,Notebook,14.0,1920x1080,Intel Core i3,4,256GB SSD,Intel HD Graphics 620,Windows 10,2.0,1207.33
Lenovo,B51-80,Notebook,15.6,1920x1080,Intel Core i7,4,1.0TB Hybrid,Intel HD Graphics 520,Windows 7,2.32,1295.25
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce GTX 960,Windows 10,3.31,2048.85
MSI,GS60 Ghost,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,1.91,3380.79
HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.07,1020.5
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,2560x1440,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.36,2570.09
Lenovo,IdeaPad 310-15IKB,Ultrabook,15.6,1920x1080,Intel Core i7,6,256GB SSD,Nvidia GeForce 920M,Windows 10,1.54,1304.67
Dell,Vostro 5568,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98,1405.17
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics 500,Windows 10,2.1,522.81
HP,Pavilion 15-BC000nv,Notebook,15.6,1920x1080,Intel Core i7,6,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.18,1254.43
Asus,Rog GL552VW-DM201T,Gaming,15.6,1920x1080,Intel Core i7,8,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.591,1427.13
Dell,Inspiron 5578,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,2.09,1851.03
Acer,Aspire E5-576G,Notebook,15.6,1920x1080,Intel Core i5,4,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.23,1084.87
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Linux,1.23,1725.43
Acer,Predator G9-793,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.2,4080.43
Lenovo,Legion Y520-15IKBN,Gaming,15.6,1920x1080,Intel Core i5,8,1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.4,1285.83
Samsung,Chromebook Plus,2 in 1 Convertible,12.3,2400x1600,Others,4,32GB Flash Storage,ARM Mali T860 MP4,Chrome OS,1.15,1034.63
HP,250 G6,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.86,761.45
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel Others,8,256GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.92,1825.91
Dell,Inspiron 7378,2 in 1 Convertible,13.3,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.6,1882.43
HP,Pavilion Power,Notebook,15.6,1920x1080,Intel Core i7,12,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.21,2083.39
Lenovo,V110-15ISK,Notebook,15.6,1366x768,Intel Core i3,4,1TB HDD,AMD Radeon R5 M430,No OS,1.9,577.76
Asus,Rog G752VY-GC229T,Gaming,17.3,1920x1080,Intel Core i7,16,512GB SSD +  1TB HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,3375.5
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Others,4,1TB HDD,Intel HD Graphics 500,Linux,2.1,427.04
MSI,GS73VR 7RF,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.43,3216.77
Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i3,4,128GB SSD,AMD Radeon R7 M440,Windows 10,2.3,783.43
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1366x768,Intel Core i7,8,500GB HDD,Nvidia GeForce 920MX,No OS,2.2,987.53
Dell,Inspiron 5579,2 in 1 Convertible,15.6,1920x1080,Intel Core i7,16,512GB SSD,Intel UHD Graphics 620,Windows 10,2.0,2017.45
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.2,4207.6
Asus,FX502VM-DM105T,Gaming,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2,1835.33
Dell,Inspiron 5567,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,AMD Radeon R7 M445,Windows 10,2.36,1395.73
HP,15-bs025nv,Notebook,15.6,1366x768,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.91,909.03
Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD,4,500GB HDD,AMD Radeon R2 Graphics,Windows 10,2.2,469.43
Acer,Aspire E5-774G,Notebook,17.3,1600x900,Intel Core i3,8,1TB HDD,Nvidia GeForce 940MX,Windows 10,3.3,987.53
Asus,Rog Strix,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.2,3844.93
Apple,"MacBook 12""",Ultrabook,12.0,2304x1440,Intel Others,8,512GB Flash Storage,Intel HD Graphics 515,Mac OS X,0.92,2008.03
Asus,FX502VM-AS73,Notebook,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2,2745.93
MSI,GS73VR Stealth,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.43,3059.91
Dell,Inspiron 7579,2 in 1 Convertible,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,Windows 10,2.191,1568.43
Asus,ROG Strix,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.9,3059.93
Acer,C740-C9QX,Netbook,11.6,1366x768,Intel Others,2,32GB SSD,Intel HD Graphics,Chrome OS,1.3,273.18
Acer,E5 774G,Notebook,17.3,1600x900,Intel Core i3,4,1TB HDD,Nvidia GeForce 940MX,Windows 10,3.3,938.86
Lenovo,IdeaPad 320-17IKB,Notebook,17.3,1600x900,Intel Core i5,8,1TB HDD,Intel HD Graphics 620,No OS,2.8,846.23
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.6,1997.04
Acer,SP714-51,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 615,Windows 10,1.2,1803.93
Lenovo,Thinkpad T560,Notebook,15.6,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,2400.53
MSI,GP62MVR 6RF,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.2,2317.49
HP,15-bw009nv,Notebook,15.6,1920x1080,AMD,6,1TB HDD,AMD Radeon 530,Windows 10,2.1,830.53
Dell,Latitude E7270,Ultrabook,12.5,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,2689.99
Dell,Inspiron 5578,2 in 1 Convertible,15.0,1920x1080,Intel Core i3,4,500GB HDD,Intel HD Graphics 620,Windows 10,2.08,799.13
Asus,X540SA-RBPDN09,Notebook,15.6,1366x768,Intel Others,4,1TB HDD,Intel HD Graphics 405,Windows 10,2.65,485.13
Dell,XPS 13,Ultrabook,13.3,3200x1800,Intel Core i7,8,256GB SSD,Intel HD Graphics 620,Windows 10,1.29,2318.89
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5,4,1TB HDD,Intel HD Graphics 520,Linux,2.18,819.32
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,1615.53
MSI,GL62M 7RDX,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,1803.93
Lenovo,ThinkPad Yoga,Netbook,12.5,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.3,2590.5
Razer,Blade Pro,Gaming,14.0,1920x1080,Intel Core i7,16,1TB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,5493.43
Dell,Inspiron 3567,Notebook,15.6,n1366x768,Intel Core i3,8,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,736.35
MSI,GE72VR Apache,Gaming,17.3,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.7,2508.86
Apple,MacBook Air,Ultrabook,11.6,1366x768,Intel Core i5,4,256GB Flash Storage,Intel HD Graphics 6000,Mac OS X,1.08,1505.63
HP,15-bs023nv,Notebook,15.6,1920x1080,Intel Core i3,4,1TB HDD,Intel HD Graphics 520,Windows 10,2.1,750.46
HP,EliteBook 840,Ultrabook,14.0,2560x1440,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 7,1.54,3451.16
Dell,Vostro 3559,Notebook,15.6,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 520,Windows 7,2.24,1157.09
MSI,GL62 6QF,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.3,1835.33
Lenovo,ThinkPad 13,Notebook,13.3,1920x1080,Intel Core i7,16,512GB SSD,Intel HD Graphics 620,Windows 10,1.4,2353.43
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1920x1080,AMD,6,256GB SSD,AMD Radeon 530,Windows 10,2.2,938.18
Asus,ZenBook UX310UA-WB71,Ultrabook,13.3,1920x1080,Intel Core i7,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.45,2009.6
Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Linux,2.4,568.03
Dell,Inspiron 7779,2 in 1 Convertible,17.3,1920x1080,Intel Core i7,16,512GB SSD,Nvidia GeForce 940MX,Windows 10,2.77,2824.43
HP,EliteBook 840,Notebook,14.0,1920x1080,Intel Core i5,4,256GB SSD,Intel HD Graphics 520,Windows 7,1.54,1726.98
Asus,Rog GL553VE-FY052T,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,2512.0
Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5,4,500GB HDD,Intel HD Graphics 620,Windows 10,1.6,1373.75
Asus,Rog GL502VS,Gaming,15.6,1920x1080,Intel Core i7,16,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.34,3650.25
Lenovo,V510-15IKB,Notebook,15.6,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 620,No OS,2.3,899.61
Dell,XPS 13,2 in 1 Convertible,13.3,3200x1800,Intel Core i5,8,256GB SSD,Intel HD Graphics 615,Windows 10,1.24,2846.41
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics,Linux,2.2,508.68
HP,255 G6,Notebook,15.6,1366x768,AMD,4,500GB HDD,AMD Radeon R4 Graphics,Windows 10,1.86,626.43
Lenovo,IdeaPad 310-15ISK,Notebook,15.6,1920x1080,Intel Core i3,6,128GB SSD,Nvidia GeForce 920MX,Windows 10,2.4,893.33
Lenovo,ThinkPad L460,Notebook,14.0,1920x1080,Intel Core i5,8,256GB SSD,Intel HD Graphics 520,Windows 10,1.9,1683.04
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics,Windows 10,2.2,697.06
Asus,X541NA-GO020T,Notebook,15.6,1366x768,Intel Others,4,1TB HDD,Intel HD Graphics 500,Windows 10,2.0,532.23
Asus,Rog G752VT-GC073T,Gaming,17.3,1920x1080,Intel Core i7,16,128GB SSD +  1TB HDD,Nvidia GeForce GTX 970M,Windows 10,4.0,2983.0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3,4,500GB HDD,Intel HD Graphics 520,Windows 10,2.29,769.3
Lenovo,B51-80,Notebook,15.6,1920x1080,Intel Core i7,8,1.0TB Hybrid,AMD Radeon R5 M330,Windows 7,2.32,1405.15
MSI,GE62 Apache,Gaming,15.6,1920x1080,Intel Core i7,8,128GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.4,1929.53
Lenovo,Yoga 500-14IBD,2 in 1 Convertible,14.0,1920x1080,Intel Core i5,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.8,1307.83
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,1920x1080,Intel Others,8,512GB SSD,Intel HD Graphics 515,Windows 10,1.2,1144.53
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,720.63
Acer,Aspire ES1-531,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics 400,Linux,2.4,453.73
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Others,2,500GB HDD,Intel HD Graphics,Windows 10,2.2,595.03
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,1411.43
HP,Pavilion 15-AW003nv,Notebook,15.6,1920x1080,AMD,6,1.0TB Hybrid,AMD Radeon R7 M440,Windows 10,2.04,863.48
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon R5 M430,Linux,2.3,1265.4
HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Others,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.17,328.13
Asus,X556UJ-XO044T,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce 920M,Windows 10,2.2,1130.9
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.8,1001.66
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.3,2353.43
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Others,2,64GB Flash Storage,Intel HD Graphics,Windows 10,1.5,359.53
HP,15-AC110nv,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,AMD Radeon R5 M330,Windows 10,2.19,1199.48
Asus,X553SA-XX031T,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics,Windows 10,2.2,579.33
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,1920x1080,Intel Others,8,512GB SSD,Intel HD Graphics 515,Windows 10,1.2,1144.53
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,720.63
Acer,Aspire ES1-531,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics 400,Linux,2.4,453.73
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Others,2,500GB HDD,Intel HD Graphics,Windows 10,2.2,595.03
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,1411.43
HP,Pavilion 15-AW003nv,Notebook,15.6,1920x1080,AMD,6,1.0TB Hybrid,AMD Radeon R7 M440,Windows 10,2.04,863.48
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon R5 M430,Linux,2.3,1265.4
HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Others,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.17,328.13
Asus,X556UJ-XO044T,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce 920M,Windows 10,2.2,1130.9
Lenovo,Yoga 500-14ISK,2 in 1 Convertible,14.0,1920x1080,Intel Core i7,4,128GB SSD,Intel HD Graphics 520,Windows 10,1.8,1001.66
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,3200x1800,Intel Core i7,16,512GB SSD,Intel HD Graphics 520,Windows 10,1.3,2353.43
Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Others,2,64GB Flash Storage,Intel HD Graphics,Windows 10,1.5,359.53
HP,15-AC110nv,Notebook,15.6,1366x768,Intel Core i7,6,1TB HDD,AMD Radeon R5 M330,Windows 10,2.19,1199.48
Asus,X553SA-XX031T,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics,Windows 10,2.2,579.33
Asus,ZenBook UX305CA-UBM1,Ultrabook,13.3,1920x1080,Intel Others,8,512GB SSD,Intel HD Graphics 515,Windows 10,1.2,1144.53
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3,6,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,720.63
Acer,Aspire ES1-531,Notebook,15.6,1366x768,Intel Others,4,500GB HDD,Intel HD Graphics 400,Linux,2.4,453.73
Dell,Inspiron 3552,Notebook,15.6,1366x768,Intel Others,2,500GB HDD,Intel HD Graphics,Windows 10,2.2,595.03
Lenovo,IdeaPad Y700-15ISK,Notebook,15.6,1920x1080,Intel Core i7,8,1TB HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,1411.43
HP,Pavilion 15-AW003nv,Notebook,15.6,1920x1080,AMD,6,1.0TB Hybrid,AMD Radeon R7 M440,Windows 10,2.04,863.48
Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i7,8,1TB HDD,AMD Radeon R5 M430,Linux,2.3,1265.4
HP,Stream 11-Y000na,Netbook,11.6,1366x768,Intel Others,2,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.17,328.13
Asus,X556UJ-XO044T,Notebook,15.6,1366x768,Intel Core i7,4,500GB HDD,Nvidia GeForce 920M,Windows 10,2.2,1130.9
